Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR10393076,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922224,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393077,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922225,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393078,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922226,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393079,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922227,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393080,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922228,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393081,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922229,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393082,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922230,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393083,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922231,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393084,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922232,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393085,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922233,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393086,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922234,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393087,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922235,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393088,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922236,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393089,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922237,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393090,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922238,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393091,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922239,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393092,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922240,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393093,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922241,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393094,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922242,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393095,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922243,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393096,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922244,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393097,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922245,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393098,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922246,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393099,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922247,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393100,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922248,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393101,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922249,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393102,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922250,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393103,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922251,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393104,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922252,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393105,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922253,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393106,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922254,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393107,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922255,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393108,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922256,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393109,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922257,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393110,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922258,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393111,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922259,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393112,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922260,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393113,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922261,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393114,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922262,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393115,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922263,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393116,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922264,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393117,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922265,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393118,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922266,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10392999,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922147,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393000,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922148,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393001,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922149,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393002,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922150,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393003,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922151,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393004,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922152,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393005,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922153,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393006,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922154,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393007,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922155,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393008,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922156,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393009,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922157,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393010,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922158,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393011,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922159,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393012,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922160,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393013,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922161,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393014,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922162,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393015,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922163,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393016,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922164,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393017,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922165,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393018,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922166,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393019,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922167,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393020,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922168,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393021,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922169,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393022,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922170,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393023,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922171,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393024,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922172,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393025,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922173,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393026,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922174,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393027,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922175,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393028,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922176,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393029,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922177,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393030,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922178,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393031,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922179,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
